PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Title,Embarked,FamilySize,FamilyID,Survived
211,3,1,24.0,0,0,7.05,6,3,1,50,0
125,1,1,54.0,0,1,77.2875,6,3,2,50,0
522,3,1,22.0,0,0,7.8958,6,3,1,50,0
491,3,1,,1,0,19.9667,6,3,2,50,0
773,2,0,57.0,0,0,10.5,7,3,1,50,0
611,3,0,39.0,1,5,31.275,7,3,7,2,0
771,3,1,24.0,0,0,9.5,6,3,1,50,0
376,1,0,,1,0,82.1708,7,1,2,50,1
277,3,0,45.0,0,0,7.75,4,3,1,50,0
745,3,1,31.0,0,0,7.925,6,3,1,50,1
447,2,0,13.0,0,1,19.5,4,3,2,50,1
203,3,1,34.0,0,0,6.4958,6,3,1,50,0
153,3,1,55.5,0,0,8.05,6,3,1,50,0
711,1,0,24.0,0,0,49.5042,5,1,1,50,1
394,1,0,23.0,1,0,113.275,4,1,2,50,1
607,3,1,30.0,0,0,7.8958,6,3,1,50,0
818,2,1,31.0,1,1,37.0042,6,1,3,33,0
128,3,1,24.0,0,0,7.1417,6,3,1,50,1
259,1,0,35.0,0,0,512.3292,4,1,1,50,1
164,3,1,17.0,0,0,8.6625,6,3,1,50,0
358,2,0,38.0,0,0,13.0,4,3,1,50,0
374,1,1,22.0,0,0,135.6333,6,1,1,50,0
101,3,0,28.0,0,0,7.8958,4,3,1,50,0
241,3,0,,1,0,14.4542,4,1,2,50,0
496,3,1,,0,0,14.4583,6,1,1,50,0
236,3,0,,0,0,7.55,4,3,1,50,0
475,3,0,22.0,0,0,9.8375,4,3,1,50,0
4,1,0,35.0,1,0,53.1,7,3,2,50,1
887,2,1,27.0,0,0,13.0,9,3,1,50,0
849,2,1,28.0,0,1,33.0,9,3,2,50,0
150,2,1,42.0,0,0,13.0,9,3,1,50,0
824,3,0,27.0,0,1,12.475,7,3,2,50,1
161,3,1,44.0,0,1,16.1,6,3,2,50,0
628,1,0,21.0,0,0,77.9583,4,3,1,50,1
276,1,0,63.0,1,0,77.9583,4,3,2,50,1
224,3,1,,0,0,7.8958,6,3,1,50,0
420,3,0,10.0,0,2,24.15,4,3,3,55,0
98,1,1,23.0,0,1,63.3583,6,1,2,50,1
715,2,1,52.0,0,0,13.0,6,3,1,50,0
834,3,1,23.0,0,0,7.8542,6,3,1,50,0
803,1,1,11.0,1,2,120.0,3,3,4,10,1
41,3,0,40.0,1,0,9.475,7,3,2,50,0
139,3,1,16.0,0,0,9.2167,6,3,1,50,0
863,1,0,48.0,0,0,25.9292,7,3,1,50,1
197,3,1,,0,0,7.75,6,2,1,50,0
13,3,1,20.0,0,0,8.05,6,3,1,50,0
629,3,1,26.0,0,0,7.8958,6,3,1,50,0
218,2,1,42.0,1,0,27.0,6,3,2,50,0
290,3,0,22.0,0,0,7.75,4,2,1,50,1
841,3,1,20.0,0,0,7.925,6,3,1,50,0
756,2,1,0.67,1,1,14.5,3,3,3,50,1
598,3,1,49.0,0,0,0.0,6,3,1,50,0
40,3,0,14.0,1,0,11.2417,4,1,2,50,1
70,3,1,26.0,2,0,8.6625,6,3,3,50,0
330,1,0,16.0,0,1,57.9792,4,1,2,50,1
693,3,1,,0,0,56.4958,6,3,1,50,1
301,3,0,,0,0,7.75,4,2,1,50,1
516,1,1,47.0,0,0,34.0208,6,3,1,50,0
851,3,1,4.0,4,2,31.275,3,3,7,2,0
403,3,0,21.0,1,0,9.825,4,3,2,50,0
127,3,1,,0,0,7.75,6,2,1,50,0
708,1,1,42.0,0,0,26.2875,6,3,1,50,1
393,3,1,28.0,2,0,7.925,6,3,3,50,0
796,2,1,39.0,0,0,13.0,6,3,1,50,0
850,1,0,,1,0,89.1042,7,1,2,50,1
91,3,1,29.0,0,0,8.05,6,3,1,50,0
847,3,1,,8,2,69.55,6,3,11,46,0
749,1,1,19.0,1,0,53.1,6,3,2,50,0
684,3,1,14.0,5,2,46.9,6,3,8,24,0
855,2,0,44.0,1,0,26.0,7,3,2,50,0
488,1,1,58.0,0,0,29.7,6,1,1,50,0
858,1,1,51.0,0,0,26.55,6,3,1,50,1
627,2,1,57.0,0,0,12.35,9,2,1,50,0
273,2,0,41.0,0,1,19.5,7,3,2,50,1
17,3,1,2.0,4,1,29.125,3,2,6,43,0
820,3,1,10.0,3,2,27.9,3,3,6,49,0
87,3,1,16.0,1,3,34.375,6,3,5,21,0
732,3,1,11.0,0,0,18.7875,6,1,1,50,0
448,1,1,34.0,0,0,26.55,6,3,1,50,1
878,3,1,19.0,0,0,7.8958,6,3,1,50,0
591,3,1,35.0,0,0,7.125,6,3,1,50,0
683,3,1,20.0,0,0,9.225,6,3,1,50,0
252,3,0,29.0,1,1,10.4625,7,3,3,50,0
425,3,1,18.0,1,1,20.2125,6,3,3,44,0
419,2,1,30.0,0,0,13.0,6,3,1,50,0
538,1,0,30.0,0,0,106.425,4,1,1,50,1
189,3,1,40.0,1,1,15.5,6,2,3,7,0
311,1,0,24.0,0,0,83.1583,4,1,1,50,1
779,3,1,,0,0,7.7375,6,2,1,50,0
196,1,0,58.0,0,0,146.5208,4,1,1,50,1
328,2,0,36.0,0,0,13.0,7,3,1,50,1
184,2,1,1.0,2,1,39.0,3,3,4,5,1
860,3,1,,0,0,7.2292,6,1,1,50,0
437,3,0,21.0,2,2,34.375,4,3,5,21,0
413,1,0,33.0,1,0,90.0,4,2,2,50,1
859,3,0,24.0,0,3,19.2583,7,1,4,4,1
102,3,1,,0,0,7.8958,6,3,1,50,0
364,3,1,35.0,0,0,7.05,6,3,1,50,0
457,1,1,65.0,0,0,26.55,6,3,1,50,0
615,3,1,35.0,0,0,8.05,6,3,1,50,0
51,3,1,7.0,4,1,39.6875,3,3,6,39,0
507,2,0,33.0,0,2,26.0,7,3,3,42,1
303,3,1,19.0,0,0,0.0,6,3,1,50,0
743,1,0,21.0,2,2,262.375,4,1,5,45,1
699,1,1,49.0,1,1,110.8833,6,1,3,53,0
638,2,1,31.0,1,1,26.25,6,3,3,11,0
819,3,1,43.0,0,0,6.45,6,3,1,50,0
188,1,1,45.0,0,0,26.55,6,3,1,50,1
149,2,1,36.5,0,2,26.0,6,3,3,37,0
571,2,1,62.0,0,0,10.5,6,3,1,50,1
729,2,1,25.0,1,0,26.0,6,3,2,50,0
96,3,1,,0,0,8.05,6,3,1,50,0
677,3,1,24.5,0,0,8.05,6,3,1,50,0
810,1,0,33.0,1,0,53.1,7,3,2,50,1
185,3,0,4.0,0,2,22.025,4,3,3,50,1
333,1,1,38.0,0,1,153.4625,6,3,2,50,0
483,3,1,50.0,0,0,8.05,6,3,1,50,0
95,3,1,59.0,0,0,7.25,6,3,1,50,0
379,3,1,20.0,0,0,4.0125,6,1,1,50,0
159,3,1,,0,0,8.6625,6,3,1,50,0
549,3,1,33.0,1,1,20.525,6,3,3,23,0
307,1,0,,0,0,110.8833,4,1,1,50,1
88,3,1,,0,0,8.05,6,3,1,50,0
